0,0125301,Bawang bombay,
0,0125302,Bawang merah,
0,0125401,Bawang bakung/perai,
0,0125402,Sayuran sejenis bawang,
0,0125498,Hasil ikutan bawang bakung/perai dan sayuran sejenisnya,
0,0125499,Bawang bakung/perai dan sayuran sejenisnya lainnya,
0,0125901,Rebung,
0,0125999,"Sayuran lainnya yang diambil akar, umbi dan bonggolnya, ytdl",
0,0126001,Benih sayuran yang dipanen sekali,
0,0126002,Biji tomat,
0,0126003,Biji terong,
0,0126004,Biji / bibit kacang untuk sayur,
0,0126005,Biji / bibit cabe,
0,0126006,Biji / bibit ketimun,
0,0126007,Biji labu,
0,0126008,Biji oyong,
0,0126009,Biji paria,
0,0126099,Biji sayuran lainnya,
0,0127000,Jamur dan cendawan tanah,
0,0129000,"Sayuran segar, Ytdl",
0,0131100,Alpukat,
0,0131201,Pisang,
0,0131298,Hasil ikutan pisang,
0,0131301,Plantain dan lainnya,
0,0131398,Hasil ikutan,
0,0131400,Kurma,
0,0131500,Buah ara,
0,0131600,Mangga,
0,0131701,Pepaya,
0,0131798,Hasil ikutan pepaya,
0,0131800,Nanas,
0,0131901,Belimbing,
0,0131902,Sirsak,
0,0131903,Rambutan,
0,0131904,Durian,
0,0131905,Jambu,
0,0131906,Sawo,
0,0131907,Duku,
0,0131908,Langsat,
0,0131909,Kokosan,
0,0131910,Salak,
0,0131911,Nangka,
0,0131912,Cempedak,
0,0131913,Sukun,
0,0131914,Klengkeng,
0,0131915,Kedondong,
0,0131916,Manggis,
0,0131917,Srikaya,
0,0131918,Kecapi,
0,0131919,Gowok,
0,0131920,Gayam,
0,0131921,Markisa,
0,0131922,Leci,
0,0131923,Garbis / blewah,
0,0131924,Cermai,
0,0131925,Duwet / jamblang,
0,0131926,Gandaria,
0,0131927,Menteng,
0,0131928,Asam,
0,0131929,Lobi-lobi,
0,0131930,Kesemek,
0,0131931,Buah naga,
0,0131932,Kolang-kaling,
0,0131998,Hasil ikutan pertanian tanaman buah-buahan tropis dan subtropis lainnya,
0,0131999,"Buah-buahan tropis dan subtropis lainnya, Ytdl",
0,0132100,Jeruk pamelo dan grapefruit,
0,0132201,Rough lemon (  RL ),
0,0132202,Jeruk limau,
0,0132300,Orange,
0,0132400,"Tangerin, mandarin, clementine",
0,0132901,Jeruk Sitrun,
0,0132902,Jeruk Purut,
0,0132903,Jeruk Kasturi,
0,0132999,"Buah jeruk lainnya, Ytdl",
0,0133000,Buah anggur segar,
0,0134100,Currants dan gooseberry,
0,0134200,Buah kiwi,
0,0134300,"Buah rapsberries, blackberries, mulberries dan loganberries",
0,0134400,Buah stroberi,
0,0134900,"Berries lainnya, buah dari genus vaccinium, Ytdl",
0,0135100,Buah apel,
0,0135200,Buah pear dan quince,
0,0135300,Buah aprikot,
0,0135400,Buah ceri,
0,0135500,Buah persik dan nektarin,
0,0135600,Plum dan sloe,
0,0135901,Delima,
0,0135999,Buah pome dan buah batu lainnya,
0,0136000,Biji buah,
0,0137100,"Almond, berkulit",
0,0137201,Kacang mete,
0,0137202,Bibit jambu mete,
0,0137298,Hasil ikutan perkebunan jambu mete,
0,0137300,"Chestnut, berkulit",
0,0137400,"Hazelnut, berkulit",
0,0137500,"Pistachio, berkulit",
0,0137600,"Walnut, berkulit",
0,0137700,"Kacang Brazil, berkulit",
0,0137900,"Kacang lainnya (kecuali kacang yang tumbuh liar yang dapat dimakan dan kacang tanah), berkulit",
0,0139100,Kacang locust (carobs),
0,0139900,"Buah-buahan lainnya, Ytdl",
0,0141100,Bibit kacang kedelai,
0,0141201,Kedele varietas unggul,
0,0141202,Kedele varietas lokal,
0,0141298,Hasil ikutan pertanian tanaman kacang kedelai,
0,0141299,Kacang kedelai lainnya,
0,0142100,Bibit kacang tanah,
0,0142201,Kacang tanah varietas unggul,
0,0142202,Kacang tanah varietas lokal,
0,0142298,Hasil ikutan pertanian tanaman kacang tanah,
0,0142299,"Kacang tanah berkulit, lainnya",
0,0143100,Biji kapas untuk benih,
0,0143200,Biji kapas,
0,0144100,Biji rami,
0,0144200,Biji mustard,
0,0144300,Biji lobak atau colza,
0,0144400,Biji wijen,
0,0144500,Biji bunga matahari,
0,0144600,Biji safflower,
0,0144900,"Biji-bijian yang mengandung minyak lainnya, Ytdl",
0,0145000,Buah zaitun,
0,0146001,Varietas kelapa dalam,
