5,54211,"Jasa konstruksi umum jalan bebas hambatan (kecuali jalan layang), jalan raya dan jalan lintas","Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * formasi untuk jalan raya (kecuali jalan raya ditinggikan atau jalan layang), jalan, jalan untuk kendaraan lain dan pejalan kaki dan parkiran mobil terbuka     * jalan setapak, struktur untuk mengurangi keramaian lalu lintas, jalan untuk sepeda, dll      *  underpass (jalan melintas di bawah jalan lain) dan overpass (jalan di atas jalan) kendaraan dan pejalan kaki    - pembangunan atau pemulihan permukaan jalan dan tempat parkir dengan aspal, beton, dll   - jasa instalasi hambatan kecelakaan, dinding pemisah rendah, rambu lalu lintas, dll   - pembuatan, pemeliharaan dan pemberian tanda pada jalur pejalan kaki dan pengendara sepeda   - jasa pengecatan marka jalan, tempat parkir dan permukaan sejenis    Subkelas ini tidak termasuk:   - jasa konstruksi jalan layang, terowongan dan jembatan, lih. 5422"
5,54212,Jasa konstruksi umum jalan kereta api,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihanuntuk:     * underpass (jalan melintas di bawah jalan lain) dan overpass (jalan di atas jalan) kendaraan dan pejalan kaki   * struktur kereta listrik   - jasa peletakan pemberat (ballast) dan rel   - jasa instalasi peralatan, titik, dan pemotong penggantian  - jasa konstruksi sistem pengontrol dan keselamatan untuk rel kereta   - jasa konstruksi  kereta  yang digerakkan oleh kabel dan sistem kereta gantung"
5,54213,Jasa konstruksi umum landasan pesawat terbang,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan dan perubahan untuk landasan pacu pesawat udara, termasuk taxiway,  apron dan struktur bandara terkait selain bangunan"
5,54221,Jasa konstruksi umum jembatan dan jalan layang,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk jembatan dan jalan raya ditinggikan atau jalan layang    Subkelas ini tidak termasuk:   - jasa konstruksi jalan raya, jalan, kereta api dan landasan pacu lapangan terbang, lih. 5421   - jasa pemancangan komponen baja struktural, lih. 54550"
5,54222,Jasa konstruksi umum terowongan,"Subkelas ini meliputi:   -  jasa konstruksi, perbaikan, perubahan dan pemulihan untuk :      * terowongan untuk jalan raya, jalan dan kereta api     * terowongan untuk lalu lintas kereta api bawah tanah    Subkelas ini tidak termasuk:   - jasa konstruksi bangunan air yang terkait, lih. 5423   - jasa  pemancangan komponen baja struktural, lih. 54550"
5,54231,"Jasa konstruksi umum akuaduk dan saluran penyediaan air lainnya, kecuali pipa saluran (pipelines)","Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * terowongan air (aqueducts), saluran air (water conduits) dan saluran air sejenis yang dirancang untuk menyalurkan air dengan tujuan penyediaan air, kecuali pipa saluran   Subkelas ini tidak termasuk:   - jasa konstruksi dari pengerjaan bangunan air untuk irigasi atau pengendalian banjir, lih. 54234   - jasa konstruksi pipa saluran jarak jauh, lih. 54241   - jasa konstruksi jaringan pipa saluran lokal, lih. 54251"
5,54232,Jasa konstruksi umum pelabuhan dan bangunan air sejenisnya,"Subkelas ini meliputi:   -  jasa konstruksi, perbaikan, perubahan dan pemulihan jasa untuk:      * pelabuhan (termasuk dasar dan saluran pelabuhan), pemecah gelombang, dermaga quays, dermaga piers, dermaga jetty, dok, dermaga dan struktur sejenisnya      *  konstruksi  riverworks dan kanal untuk lalu lintas angkutan air      * pintu air kanal, pintu air floodgates, pintu air sluices, lift (lifts), dok kering, tempat peluncuran kapal, waduk dan struktur hidromekanik lainnya  - jasa pengerukan, penghilangan batuan dan lumpur dan jasa konstruksi yang berhubungan dengan air lainnya   - pekerjaan bawah air (oleh para penyelam, frogmen (manusia katak) atau pekerja teknik lainnya) dan berbagai jasa rekayasa hidrolik    Subkelas ini tidak termasuk:   - pemasangan kabel (dasar) laut, lih. 54242   - jasa penanaman pilar (pile driving), lih. 54511"
5,54233,Jasa konstruksi umum bendungan,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * bendungan dan struktur penahan air sejenis    * tanggul untuk daerah pesisir pantai dan tepi sungai lainnya"
5,54234,Jasa konstruksi umum bangunan air irigasi dan pengendali banjir,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk bangunan  irigasi dan pengendalian banjir    Subkelas ini tidak termasuk:   - jasa konstruksi untuk saluran air untuk tujuan penyediaan air, lih. 54231"
5,54241,Jasa konstruksi umum pipa saluran (pipeline) jarak jauh,"Subkelas ini meliputi:   - jasa konstruksi, perbaikan, perubahan dan pemulihan untuk:     * pipa saluran darat jarak jauh, pipa saluran bawah tanah dan pipa saluran dasar laut untuk pengangkutan produk minyak bumi, gas, air atau produk lainnya     * stasiun pompa dan struktur terkait sejenis   Subkelas ini tidak termasuk:   - sistem distribusi air atau gas untuk perkotaan melalui saluran induk, lih. 53251   - jasa penggalian (parit), lih. 54330"
